id,order_id,date,quantity,product_id,product_name,products_unit,products_price,supplier_id,suppliers_name,suppliers_contact,suppliers_address,suppliers_city,suppliers_postal_code,suppliers_country,suppliers_phone,category_id,categories_name,categories_description,customer_id,customers_name,customers_contact,customer_address,customers_city,customers_postal_code,customers_country,employee_id,employees_last_name,employees_first_name,employees_birthdate,employees_photo,employees_notes,shipper_id,shippers_name,shippers_phone
375,10389,1996-12-20,16,10,Ikura,"12 - 200 ml jars",31,4,"Tokyo Traders","Yoshi Nagase","9-8 Sekimai Musashino-shi",Tokyo,100,Japan,"(03) 3555-5011",8,Seafood,"Seaweed and fish",10,"Bottom-Dollar Marketse","Elizabeth Lincoln","23 Tsawassen Blvd.",Tsawassen,"T2F 8M4",Canada,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",2,"United Package","(503) 555-3199"
376,10389,1996-12-20,15,55,"Pate chinois","24 boxes x 2 pies",24,25,"Ma Maison","Jean-Guy Lauzon","2960 Rue St. Laurent",Montreal,"H1J 1C3",Canada,"(514) 555-9022",6,Meat/Poultry,"Prepared meats",10,"Bottom-Dollar Marketse","Elizabeth Lincoln","23 Tsawassen Blvd.",Tsawassen,"T2F 8M4",Canada,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",2,"United Package","(503) 555-3199"
377,10389,1996-12-20,20,62,"Tarte au sucre","48 pies",49.3,29,"Forets derables","Chantal Goulet","148 rue Chasseur",Ste-Hyacinthe,"J2S 7S8",Canada,"(514) 555-2955",3,Confections,"Desserts, candies, and sweet breads",10,"Bottom-Dollar Marketse","Elizabeth Lincoln","23 Tsawassen Blvd.",Tsawassen,"T2F 8M4",Canada,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",2,"United Package","(503) 555-3199"
378,10389,1996-12-20,30,70,"Outback Lager","24 - 355 ml bottles",15,7,"Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343",1,Beverages,"Soft drinks, coffees, teas, beers, and ales",10,"Bottom-Dollar Marketse","Elizabeth Lincoln","23 Tsawassen Blvd.",Tsawassen,"T2F 8M4",Canada,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",2,"United Package","(503) 555-3199"
379,10390,1996-12-23,60,31,"Gorgonzola Telino","12 - 100 g pkgs",12.5,14,"Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75",Ravenna,48100,Italy,"(0544) 60323",4,"Dairy Products",Cheeses,20,"Ernst Handel","Roland Mendel","Kirchgasse 6",Graz,8010,Austria,6,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",1,"Speedy Express","(503) 555-9831"
380,10390,1996-12-23,40,35,"Steeleye Stout","24 - 12 oz bottles",18,16,"Bigfoot Breweries","Cheryl Saylor","3400 - 8th Avenue Suite 210",Bend,97101,USA,"(503) 555-9931",1,Beverages,"Soft drinks, coffees, teas, beers, and ales",20,"Ernst Handel","Roland Mendel","Kirchgasse 6",Graz,8010,Austria,6,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",1,"Speedy Express","(503) 555-9831"
381,10390,1996-12-23,45,46,Spegesild,"4 - 450 g glasses",12,21,Lyngbysild,"Niels Petersen","Lyngbysild Fiskebakken 10",Lyngby,2800,Denmark,43844108,8,Seafood,"Seaweed and fish",20,"Ernst Handel","Roland Mendel","Kirchgasse 6",Graz,8010,Austria,6,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",1,"Speedy Express","(503) 555-9831"
382,10390,1996-12-23,24,72,"Mozzarella di Giovanni","24 - 200 g pkgs.",34.8,14,"Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75",Ravenna,48100,Italy,"(0544) 60323",4,"Dairy Products",Cheeses,20,"Ernst Handel","Roland Mendel","Kirchgasse 6",Graz,8010,Austria,6,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",1,"Speedy Express","(503) 555-9831"
392,10395,1996-12-26,28,46,Spegesild,"4 - 450 g glasses",12,21,Lyngbysild,"Niels Petersen","Lyngbysild Fiskebakken 10",Lyngby,2800,Denmark,43844108,8,Seafood,"Seaweed and fish",35,HILARIoN-Abastos,"Carlos Hernandez","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristobal",5022,Venezuela,6,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",1,"Speedy Express","(503) 555-9831"
393,10395,1996-12-26,70,53,"Perth Pasties","48 pieces",32.8,24,"Gday, Mate","Wendy Mackenzie","170 Prince Edward Parade Hunters Hill",Sydney,2042,Australia,"(02) 555-5914",6,Meat/Poultry,"Prepared meats",35,HILARIoN-Abastos,"Carlos Hernandez","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristobal",5022,Venezuela,6,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",1,"Speedy Express","(503) 555-9831"
394,10395,1996-12-26,8,69,Gudbrandsdalsost,"10 kg pkg.",36,15,"Norske Meierier","Beate Vileid","Hatlevegen 5",Sandvika,1320,Norway,(0)2-953010,4,"Dairy Products",Cheeses,35,HILARIoN-Abastos,"Carlos Hernandez","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristobal",5022,Venezuela,6,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",1,"Speedy Express","(503) 555-9831"
398,10397,1996-12-27,10,21,"Sir Rodneys Scones","24 pkgs. x 4 pieces",10,8,"Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",Manchester,"M14 GSD",UK,"(161) 555-4448",3,Confections,"Desserts, candies, and sweet breads",60,"Princesa Isabel Vinhoss","Isabel de Castro","Estrada da saude n. 58",Lisboa,1756,Portugal,5,Buchanan,Steven,1955-03-04,EmpID5.pic,"Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree. Upon joining the company as a sales representative, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London, where he was promoted to sales manager. Mr. Buchanan has completed the courses 'Successful Telemarketing' and 'International Sales Management'. He is fluent in French.",1,"Speedy Express","(503) 555-9831"
399,10397,1996-12-27,18,51,"Manjimup Dried Apples","50 - 300 g pkgs.",53,24,"Gday, Mate","Wendy Mackenzie","170 Prince Edward Parade Hunters Hill",Sydney,2042,Australia,"(02) 555-5914",7,Produce,"Dried fruit and bean curd",60,"Princesa Isabel Vinhoss","Isabel de Castro","Estrada da saude n. 58",Lisboa,1756,Portugal,5,Buchanan,Steven,1955-03-04,EmpID5.pic,"Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree. Upon joining the company as a sales representative, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London, where he was promoted to sales manager. Mr. Buchanan has completed the courses 'Successful Telemarketing' and 'International Sales Management'. He is fluent in French.",1,"Speedy Express","(503) 555-9831"
402,10399,1996-12-31,60,68,"Scottish Longbreads","10 boxes x 8 pieces",12.5,8,"Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",Manchester,"M14 GSD",UK,"(161) 555-4448",3,Confections,"Desserts, candies, and sweet breads",83,Vaffeljernet,"Palle Ibsen","Smagsloget 45",arhus,8200,Denmark,8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",3,"Federal Shipping","(503) 555-9931"
403,10399,1996-12-31,30,71,Flotemysost,"10 - 500 g pkgs.",21.5,15,"Norske Meierier","Beate Vileid","Hatlevegen 5",Sandvika,1320,Norway,(0)2-953010,4,"Dairy Products",Cheeses,83,Vaffeljernet,"Palle Ibsen","Smagsloget 45",arhus,8200,Denmark,8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",3,"Federal Shipping","(503) 555-9931"
404,10399,1996-12-31,35,76,Lakkalikoori,"500 ml",18,23,"Karkki Oy","Anne Heikkonen","Valtakatu 12",Lappeenranta,53120,Finland,"(953) 10956",1,Beverages,"Soft drinks, coffees, teas, beers, and ales",83,Vaffeljernet,"Palle Ibsen","Smagsloget 45",arhus,8200,Denmark,8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",3,"Federal Shipping","(503) 555-9931"
405,10399,1996-12-31,14,77,"Original Frankfurter grune Sosse","12 boxes",13,12,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein","Bogenallee 51",Frankfurt,60439,Germany,"(069) 992755",2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",83,Vaffeljernet,"Palle Ibsen","Smagsloget 45",arhus,8200,Denmark,8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",3,"Federal Shipping","(503) 555-9931"
413,10402,1997-01-02,60,23,Tunnbrod,"12 - 250 g pkgs.",9,9,"PB Knackebrod AB","Lars Peterson","Kaloadagatan 13",Goteborg,"S-345 67",Sweden,"031-987 65 43",5,Grains/Cereals,"Breads, crackers, pasta, and cereal",20,"Ernst Handel","Roland Mendel","Kirchgasse 6",Graz,8010,Austria,8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",2,"United Package","(503) 555-3199"
414,10402,1997-01-02,65,63,Vegie-spread,"15 - 625 g jars",43.9,7,"Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343",2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",20,"Ernst Handel","Roland Mendel","Kirchgasse 6",Graz,8010,Austria,8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",2,"United Package","(503) 555-3199"
415,10403,1997-01-03,21,16,Pavlova,"32 - 500 g boxes",17.45,7,"Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343",3,Confections,"Desserts, candies, and sweet breads",20,"Ernst Handel","Roland Mendel","Kirchgasse 6",Graz,8010,Austria,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",3,"Federal Shipping","(503) 555-9931"
416,10403,1997-01-03,70,48,Chocolade,"10 pkgs.",12.75,22,"Zaanse Snoepfabriek","Dirk Luchte","Verkoop Rijnweg 22",Zaandam,"9999 ZZ",Netherlands,"(12345) 1212",3,Confections,"Desserts, candies, and sweet breads",20,"Ernst Handel","Roland Mendel","Kirchgasse 6",Graz,8010,Austria,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",3,"Federal Shipping","(503) 555-9931"
421,10406,1997-01-07,10,1,Chais,"10 boxes x 20 bags",18,1,"Exotic Liquid","Charlotte Cooper","49 Gilbert St.",Londona,"EC1 4SD",UK,"(171) 555-2222",1,Beverages,"Soft drinks, coffees, teas, beers, and ales",62,"Queen Cozinha","Lucia Carvalho","Alameda dos Canarios, 891","Sao Paulo",05487-020,Brazil,7,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",1,"Speedy Express","(503) 555-9831"
422,10406,1997-01-07,30,21,"Sir Rodneys Scones","24 pkgs. x 4 pieces",10,8,"Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",Manchester,"M14 GSD",UK,"(161) 555-4448",3,Confections,"Desserts, candies, and sweet breads",62,"Queen Cozinha","Lucia Carvalho","Alameda dos Canarios, 891","Sao Paulo",05487-020,Brazil,7,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",1,"Speedy Express","(503) 555-9831"
423,10406,1997-01-07,42,28,"Rossle Sauerkraut","25 - 825 g cans",45.6,12,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein","Bogenallee 51",Frankfurt,60439,Germany,"(069) 992755",7,Produce,"Dried fruit and bean curd",62,"Queen Cozinha","Lucia Carvalho","Alameda dos Canarios, 891","Sao Paulo",05487-020,Brazil,7,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",1,"Speedy Express","(503) 555-9831"
424,10406,1997-01-07,5,36,"Inlagd Sill","24 - 250 g jars",19,17,"Svensk Sjofoda AB","Michael Bjorn","Brovallavagen 231",Stockholm,"S-123 45",Sweden,"08-123 45 67",8,Seafood,"Seaweed and fish",62,"Queen Cozinha","Lucia Carvalho","Alameda dos Canarios, 891","Sao Paulo",05487-020,Brazil,7,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",1,"Speedy Express","(503) 555-9831"
425,10406,1997-01-07,2,40,"Boston Crab Meat","24 - 4 oz tins",18.4,19,"New England Seafood Cannery","Robb Merchant","Order Processing Dept. 2100 Paul Revere Blvd.",Boston,02134,USA,"(617) 555-3267",8,Seafood,"Seaweed and fish",62,"Queen Cozinha","Lucia Carvalho","Alameda dos Canarios, 891","Sao Paulo",05487-020,Brazil,7,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",1,"Speedy Express","(503) 555-9831"
429,10408,1997-01-08,10,37,"Gravad lax","12 - 500 g pkgs.",26,17,"Svensk Sjofoda AB","Michael Bjorn","Brovallavagen 231",Stockholm,"S-123 45",Sweden,"08-123 45 67",8,Seafood,"Seaweed and fish",23,"Folies gourmandes","Martine Rance","184, chaussee de Tournai",Lille,59000,France,8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",1,"Speedy Express","(503) 555-9831"
430,10408,1997-01-08,6,54,Tourtiere,"16 pies",7.45,25,"Ma Maison","Jean-Guy Lauzon","2960 Rue St. Laurent",Montreal,"H1J 1C3",Canada,"(514) 555-9022",6,Meat/Poultry,"Prepared meats",23,"Folies gourmandes","Martine Rance","184, chaussee de Tournai",Lille,59000,France,8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",1,"Speedy Express","(503) 555-9831"
431,10408,1997-01-08,35,62,"Tarte au sucre","48 pies",49.3,29,"Forets derables","Chantal Goulet","148 rue Chasseur",Ste-Hyacinthe,"J2S 7S8",Canada,"(514) 555-2955",3,Confections,"Desserts, candies, and sweet breads",23,"Folies gourmandes","Martine Rance","184, chaussee de Tournai",Lille,59000,France,8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",1,"Speedy Express","(503) 555-9831"
436,10411,1997-01-10,25,41,"Jacks New England Clam Chowder","12 - 12 oz cans",9.65,19,"New England Seafood Cannery","Robb Merchant","Order Processing Dept. 2100 Paul Revere Blvd.",Boston,02134,USA,"(617) 555-3267",8,Seafood,"Seaweed and fish",10,"Bottom-Dollar Marketse","Elizabeth Lincoln","23 Tsawassen Blvd.",Tsawassen,"T2F 8M4",Canada,9,Dodsworth,Anne,1969-07-02,EmpID9.pic,"Anne has a BA degree in English from St. Lawrence College. She is fluent in French and German.",3,"Federal Shipping","(503) 555-9931"
437,10411,1997-01-10,40,44,"Gula Malacca","20 - 2 kg bags",19.45,20,"Leka Trading","Chandra Leka","471 Serangoon Loop, Suite #402",Singapore,0512,Singapore,555-8787,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",10,"Bottom-Dollar Marketse","Elizabeth Lincoln","23 Tsawassen Blvd.",Tsawassen,"T2F 8M4",Canada,9,Dodsworth,Anne,1969-07-02,EmpID9.pic,"Anne has a BA degree in English from St. Lawrence College. She is fluent in French and German.",3,"Federal Shipping","(503) 555-9931"
438,10411,1997-01-10,9,59,"Raclette Courdavault","5 kg pkg.",55,28,"Gai paturage","Eliane Noz","Bat. B 3, rue des Alpes",Annecy,74000,France,38.76.98.06,4,"Dairy Products",Cheeses,10,"Bottom-Dollar Marketse","Elizabeth Lincoln","23 Tsawassen Blvd.",Tsawassen,"T2F 8M4",Canada,9,Dodsworth,Anne,1969-07-02,EmpID9.pic,"Anne has a BA degree in English from St. Lawrence College. She is fluent in French and German.",3,"Federal Shipping","(503) 555-9931"
439,10412,1997-01-13,20,14,Tofu,"40 - 100 g pkgs.",23.25,6,Mayumis,"Mayumi Ohno","92 Setsuko Chuo-ku",Osaka,545,Japan,"(06) 431-7877",7,Produce,"Dried fruit and bean curd",87,"Wartian Herkku","Pirkko Koskitalo","Torikatu 38",Oulu,90110,Finland,8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",2,"United Package","(503) 555-3199"
447,10416,1997-01-16,20,19,"Teatime Chocolate Biscuits","10 boxes x 12 pieces",9.2,8,"Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",Manchester,"M14 GSD",UK,"(161) 555-4448",3,Confections,"Desserts, candies, and sweet breads",87,"Wartian Herkku","Pirkko Koskitalo","Torikatu 38",Oulu,90110,Finland,8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",3,"Federal Shipping","(503) 555-9931"
448,10416,1997-01-16,10,53,"Perth Pasties","48 pieces",32.8,24,"Gday, Mate","Wendy Mackenzie","170 Prince Edward Parade Hunters Hill",Sydney,2042,Australia,"(02) 555-5914",6,Meat/Poultry,"Prepared meats",87,"Wartian Herkku","Pirkko Koskitalo","Torikatu 38",Oulu,90110,Finland,8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",3,"Federal Shipping","(503) 555-9931"
449,10416,1997-01-16,20,57,"Ravioli Angelo","24 - 250 g pkgs.",19.5,26,"Pasta Buttini s.r.l.","Giovanni Giudici","Via dei Gelsomini, 153",Salerno,84100,Italy,"(089) 6547665",5,Grains/Cereals,"Breads, crackers, pasta, and cereal",87,"Wartian Herkku","Pirkko Koskitalo","Torikatu 38",Oulu,90110,Finland,8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",3,"Federal Shipping","(503) 555-9931"
450,10417,1997-01-16,50,38,"Cote de Blaye","12 - 75 cl bottles",263.5,18,"Aux joyeux ecclesiastiques","Guylene Nodier","203, Rue des Francs-Bourgeois",Paris,75004,France,"(1) 03.83.00.68",1,Beverages,"Soft drinks, coffees, teas, beers, and ales",73,"Simons bistro","Jytte Petersen","Vinbaltet 34",Kobenhavn,1734,Denmark,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",3,"Federal Shipping","(503) 555-9931"
451,10417,1997-01-16,2,46,Spegesild,"4 - 450 g glasses",12,21,Lyngbysild,"Niels Petersen","Lyngbysild Fiskebakken 10",Lyngby,2800,Denmark,43844108,8,Seafood,"Seaweed and fish",73,"Simons bistro","Jytte Petersen","Vinbaltet 34",Kobenhavn,1734,Denmark,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",3,"Federal Shipping","(503) 555-9931"
452,10417,1997-01-16,36,68,"Scottish Longbreads","10 boxes x 8 pieces",12.5,8,"Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",Manchester,"M14 GSD",UK,"(161) 555-4448",3,Confections,"Desserts, candies, and sweet breads",73,"Simons bistro","Jytte Petersen","Vinbaltet 34",Kobenhavn,1734,Denmark,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",3,"Federal Shipping","(503) 555-9931"
453,10417,1997-01-16,35,77,"Original Frankfurter grune Sosse","12 boxes",13,12,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein","Bogenallee 51",Frankfurt,60439,Germany,"(069) 992755",2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",73,"Simons bistro","Jytte Petersen","Vinbaltet 34",Kobenhavn,1734,Denmark,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",3,"Federal Shipping","(503) 555-9931"
454,10418,1997-01-17,60,2,Chang,"24 - 12 oz bottles",19,1,"Exotic Liquid","Charlotte Cooper","49 Gilbert St.",Londona,"EC1 4SD",UK,"(171) 555-2222",1,Beverages,"Soft drinks, coffees, teas, beers, and ales",63,QUICK-Stop,"Horst Kloss","Taucherstrasse 10",Cunewalde,01307,Germany,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",1,"Speedy Express","(503) 555-9831"
455,10418,1997-01-17,55,47,"Zaanse koeken","10 - 4 oz boxes",9.5,22,"Zaanse Snoepfabriek","Dirk Luchte","Verkoop Rijnweg 22",Zaandam,"9999 ZZ",Netherlands,"(12345) 1212",3,Confections,"Desserts, candies, and sweet breads",63,QUICK-Stop,"Horst Kloss","Taucherstrasse 10",Cunewalde,01307,Germany,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",1,"Speedy Express","(503) 555-9831"
456,10418,1997-01-17,16,61,"Sirop derable","24 - 500 ml bottles",28.5,29,"Forets derables","Chantal Goulet","148 rue Chasseur",Ste-Hyacinthe,"J2S 7S8",Canada,"(514) 555-2955",2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",63,QUICK-Stop,"Horst Kloss","Taucherstrasse 10",Cunewalde,01307,Germany,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",1,"Speedy Express","(503) 555-9831"
457,10418,1997-01-17,15,74,"Longlife Tofu","5 kg pkg.",10,4,"Tokyo Traders","Yoshi Nagase","9-8 Sekimai Musashino-shi",Tokyo,100,Japan,"(03) 3555-5011",7,Produce,"Dried fruit and bean curd",63,QUICK-Stop,"Horst Kloss","Taucherstrasse 10",Cunewalde,01307,Germany,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",1,"Speedy Express","(503) 555-9831"
458,10419,1997-01-20,60,60,"Camembert Pierrot","15 - 300 g rounds",34,28,"Gai paturage","Eliane Noz","Bat. B 3, rue des Alpes",Annecy,74000,France,38.76.98.06,4,"Dairy Products",Cheeses,68,"Richter Supermarkt","Michael Holz","Grenzacherweg 237",Geneve,1203,Switzerland,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",2,"United Package","(503) 555-3199"
459,10419,1997-01-20,20,69,Gudbrandsdalsost,"10 kg pkg.",36,15,"Norske Meierier","Beate Vileid","Hatlevegen 5",Sandvika,1320,Norway,(0)2-953010,4,"Dairy Products",Cheeses,68,"Richter Supermarkt","Michael Holz","Grenzacherweg 237",Geneve,1203,Switzerland,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",2,"United Package","(503) 555-3199"
464,10421,1997-01-21,4,19,"Teatime Chocolate Biscuits","10 boxes x 12 pieces",9.2,8,"Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",Manchester,"M14 GSD",UK,"(161) 555-4448",3,Confections,"Desserts, candies, and sweet breads",61,"Que Delicia","Bernardo Batista","Rua da Panificadora, 12","Rio de Janeiro",02389-673,Brazil,8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",1,"Speedy Express","(503) 555-9831"
465,10421,1997-01-21,30,26,"Gumbar Gummibarchen","100 - 250 g bags",31.23,11,"Heli Susswaren GmbH and Co. KG","Petra Winkler","Tiergartenstrasse 5",Berlin,10785,Germany,"(010) 9984510",3,Confections,"Desserts, candies, and sweet breads",61,"Que Delicia","Bernardo Batista","Rua da Panificadora, 12","Rio de Janeiro",02389-673,Brazil,8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",1,"Speedy Express","(503) 555-9831"
